coarse_label,threshold,audio_filename,frame_idx,softmax_confidence,gain_6,gain_10,highpass_2000,highpass_8000,lowpass_12000
1_engine,0.8,00_000066.wav,56,0.9524907469749451,0.859000027179718,0.8539999723434448,0.9620000123977661,0.9710000157356262,0.9309999942779541
1_engine,0.8,00_000275.wav,70,0.9518021941184998,0.902999997138977,0.8949999809265137,0.9900000095367432,0.9879999756813049,0.9549999833106995
1_engine,0.8,00_000436.wav,38,0.9802007675170898,0.7940000295639038,0.7940000295639038,0.9589999914169312,0.9710000157356262,0.847000002861023
1_engine,0.8,00_000823.wav,60,0.9407796859741211,0.6359999775886536,0.6320000290870667,0.9290000200271606,0.9620000123977661,0.8379999995231628
1_engine,0.8,00_000970.wav,33,0.9800216555595398,0.8159999847412109,0.8069999814033508,0.8500000238418579,0.8759999871253967,0.9300000071525574
1_engine,0.8,00_000985.wav,14,0.7976347208023071,0.8140000104904175,0.7670000195503235,0.9750000238418579,0.9399999976158142,0.902999997138977
1_engine,0.8,00_001108.wav,23,0.9777910113334656,0.8119999766349792,0.8040000200271606,0.9750000238418579,0.9589999914169312,0.8960000276565552
1_engine,0.8,00_001449.wav,35,0.9637851715087891,0.8100000023841858,0.8029999732971191,0.9380000233650208,0.9440000057220459,0.890999972820282
1_engine,0.8,00_001513.wav,41,0.9363831877708435,0.6959999799728394,0.5440000295639038,0.8939999938011169,0.8759999871253967,0.902999997138977
1_engine,0.8,00_001590.wav,31,0.948499321937561,0.6949999928474426,0.6899999976158142,0.9440000057220459,0.9449999928474426,0.8399999737739563
1_engine,0.8,00_001641.wav,54,0.911732017993927,0.859000027179718,0.9890000224113464,0.9419999718666077,0.9229999780654907,0.8610000014305115
1_engine,0.8,00_001651.wav,0,0.9505866765975952,0.9490000009536743,0.9470000267028809,0.9850000143051147,0.9769999980926514,0.9679999947547913
1_engine,0.8,00_001697.wav,5,0.9304478168487549,0.8569999933242798,0.8809999823570251,0.9800000190734863,0.9879999756813049,0.8870000243186951
1_engine,0.8,00_001840.wav,15,0.9146944284439087,0.7829999923706055,0.777999997138977,0.925000011920929,0.921999990940094,0.8579999804496765
1_engine,0.8,00_001865.wav,0,0.9226863384246826,0.9120000004768372,0.9160000085830688,0.968999981880188,0.9679999947547913,0.8700000047683716
1_engine,0.8,00_001897.wav,63,0.8872075080871582,0.8100000023841858,0.8009999990463257,0.9369999766349792,0.9559999704360962,0.9100000262260437
1_engine,0.8,00_001967.wav,24,0.8810883164405823,0.7829999923706055,0.7829999923706055,0.8920000195503235,0.9559999704360962,0.7310000061988831
1_engine,0.8,00_002020.wav,59,0.9491639137268066,0.6899999976158142,0.6449999809265137,0.9259999990463257,0.9409999847412109,0.871999979019165
1_engine,0.8,00_002325.wav,17,0.9235384464263916,0.9279999732971191,0.9810000061988831,0.9599999785423279,0.9509999752044678,0.8690000176429749
1_engine,0.8,00_002349.wav,84,0.9015234708786011,0.7210000157356262,0.7459999918937683,0.9819999933242798,0.9729999899864197,0.8230000138282776
1_engine,0.8,00_002484.wav,34,0.9169656038284302,0.7590000033378601,0.8019999861717224,0.9610000252723694,0.9710000157356262,0.8840000033378601
1_engine,0.8,00_002626.wav,68,0.8712731599807739,0.7540000081062317,0.75,0.8999999761581421,0.949999988079071,0.8650000095367432
1_engine,0.8,00_002822.wav,2,0.9448338747024536,0.9160000085830688,0.9160000085830688,0.968999981880188,0.949999988079071,0.9200000166893005
1_engine,0.8,00_002872.wav,53,0.94960618019104,0.7570000290870667,0.8119999766349792,0.9599999785423279,0.9649999737739563,0.8790000081062317
1_engine,0.8,00_002978.wav,4,0.9401902556419373,0.8339999914169312,0.8069999814033508,0.9350000023841858,0.949999988079071,0.8700000047683716
1_engine,0.8,00_010426.wav,85,0.8126807808876038,0.7300000190734863,0.7559999823570251,0.9750000238418579,0.9629999995231628,0.7749999761581421
1_engine,0.8,00_010587.wav,59,0.96422278881073,0.8790000081062317,0.8460000157356262,0.9300000071525574,0.9449999928474426,0.9369999766349792
1_engine,0.8,00_010617.wav,5,0.8994340300559998,0.8550000190734863,0.9100000262260437,0.9520000219345093,0.9589999914169312,0.8700000047683716
1_engine,0.8,00_010710.wav,13,0.8760480880737305,0.7739999890327454,0.7820000052452087,0.9340000152587891,0.9639999866485596,0.9070000052452087
1_engine,0.8,02_010257.wav,47,0.904855489730835,0.8610000014305115,0.8799999952316284,0.9390000104904175,0.902999997138977,0.8700000047683716
1_engine,0.8,02_010267.wav,80,0.9173858761787415,0.7099999785423279,0.7239999771118164,0.9559999704360962,0.9330000281333923,0.7329999804496765
1_engine,0.8,02_010328.wav,68,0.9297358989715576,0.8360000252723694,0.7680000066757202,0.9340000152587891,0.9559999704360962,0.9300000071525574
1_engine,0.8,02_010490.wav,73,0.7333929538726807,0.8320000171661377,0.8080000281333923,0.9769999980926514,0.9750000238418579,0.8370000123977661
1_engine,0.8,02_010703.wav,10,0.8988660573959351,0.8379999995231628,0.7680000066757202,0.9710000157356262,0.9620000123977661,0.9129999876022339
1_engine,0.8,02_010783.wav,84,0.864051342010498,0.7570000290870667,0.7129999995231628,0.9589999914169312,0.968999981880188,0.8889999985694885
1_engine,0.8,02_010878.wav,13,0.9153598546981812,0.6050000190734863,0.609000027179718,0.9520000219345093,0.8870000243186951,0.6959999799728394
1_engine,0.8,03_000188.wav,29,0.8977744579315186,0.925000011920929,0.8999999761581421,0.9710000157356262,0.9819999933242798,0.9700000286102295
1_engine,0.8,03_000215.wav,28,0.920601487159729,0.8199999928474426,0.847000002861023,0.9750000238418579,0.9819999933242798,0.8299999833106995
1_engine,0.8,03_000266.wav,52,0.95494145154953,0.8240000009536743,0.8679999709129333,0.9760000109672546,0.9729999899864197,0.8709999918937683
1_engine,0.8,03_000528.wav,54,0.9465548992156982,0.9010000228881836,0.8550000190734863,0.9549999833106995,0.9819999933242798,0.9549999833106995
1_engine,0.8,03_000729.wav,3,0.9360319375991821,0.9409999847412109,0.925000011920929,0.9769999980926514,0.9700000286102295,0.9539999961853027
1_engine,0.8,03_000782.wav,74,0.5836175680160522,0.7789999842643738,0.7689999938011169,0.9679999947547913,0.9800000190734863,0.8149999976158142
1_engine,0.8,03_000840.wav,49,0.9048275947570801,0.878000020980835,0.878000020980835,0.9769999980926514,0.9810000061988831,0.8349999785423279
1_engine,0.8,03_000965.wav,35,0.9571882486343384,0.8199999928474426,0.8140000104904175,0.9679999947547913,0.972000002861023,0.8840000033378601
1_engine,0.8,03_001061.wav,87,0.9093061089515686,0.796999990940094,0.7979999780654907,0.953000009059906,0.9449999928474426,0.8679999709129333
1_engine,0.8,03_001237.wav,35,0.966242790222168,0.8920000195503235,0.9070000052452087,0.9660000205039978,0.9610000252723694,0.8870000243186951
1_engine,0.8,03_001385.wav,79,0.9481023550033569,0.7910000085830688,0.8190000057220459,0.9459999799728394,0.9570000171661377,0.7549999952316284
1_engine,0.8,03_001428.wav,66,0.8522118330001831,0.7570000290870667,0.7390000224113464,0.9129999876022339,0.9639999866485596,0.8149999976158142
1_engine,0.8,03_001616.wav,88,0.7746375203132629,0.8169999718666077,0.7990000247955322,0.9580000042915344,0.9819999933242798,0.8529999852180481
1_engine,0.8,03_001708.wav,18,0.9730411767959595,0.8220000267028809,0.7929999828338623,0.9589999914169312,0.9639999866485596,0.847000002861023
1_engine,0.8,03_001804.wav,50,0.8722516298294067,0.7059999704360962,0.7760000228881836,0.9589999914169312,0.9430000185966492,0.7379999756813049
1_engine,0.8,03_001916.wav,71,0.9466491937637329,0.8450000286102295,0.7630000114440918,0.9769999980926514,0.9850000143051147,0.8989999890327454
1_engine,0.8,03_001923.wav,81,0.9290676712989807,0.6200000047683716,0.7239999771118164,0.9490000009536743,0.9810000061988831,0.7170000076293945
1_engine,0.8,03_002326.wav,0,0.7157387137413025,0.9120000004768372,0.9070000052452087,0.968999981880188,0.9810000061988831,0.8700000047683716
1_engine,0.8,03_002350.wav,80,0.8612934350967407,0.6850000023841858,0.6729999780654907,0.9490000009536743,0.9739999771118164,0.7919999957084656
1_engine,0.8,03_002405.wav,79,0.793429970741272,0.8130000233650208,0.8130000233650208,0.9660000205039978,0.9729999899864197,0.8709999918937683
1_engine,0.8,03_002427.wav,2,0.871202290058136,0.9110000133514404,0.925000011920929,0.9599999785423279,0.9580000042915344,0.9269999861717224
1_engine,0.8,03_002520.wav,30,0.9312291145324707,0.8349999785423279,0.8270000219345093,0.972000002861023,0.9860000014305115,0.8119999766349792
1_engine,0.8,03_002556.wav,53,0.8101971745491028,0.8939999938011169,0.8610000014305115,0.953000009059906,0.9409999847412109,0.8679999709129333
1_engine,0.8,03_002716.wav,61,0.9541300535202026,0.8619999885559082,0.8629999756813049,0.953000009059906,0.9739999771118164,0.9240000247955322
1_engine,0.8,03_002759.wav,69,0.9506985545158386,0.8519999980926514,0.7910000085830688,0.9660000205039978,0.9620000123977661,0.8980000019073486
1_engine,0.8,03_002883.wav,90,0.8628488779067993,0.7020000219345093,0.6779999732971191,0.9340000152587891,0.9679999947547913,0.828000009059906
1_engine,0.8,03_002894.wav,89,0.7760322093963623,0.8209999799728394,0.8309999704360962,0.9200000166893005,0.9509999752044678,0.8429999947547913
1_engine,0.8,03_010920.wav,1,0.532749354839325,0.9089999794960022,0.9089999794960022,0.9819999933242798,0.9610000252723694,0.9079999923706055
1_engine,0.8,03_010938.wav,75,0.9514259099960327,0.8410000205039978,0.7839999794960022,0.9729999899864197,0.9710000157356262,0.9129999876022339
1_engine,0.8,03_010956.wav,56,0.896007239818573,0.7490000128746033,0.7749999761581421,0.9589999914169312,0.9779999852180481,0.8009999990463257
1_engine,0.8,04_000490.wav,86,0.9607711434364319,0.9369999766349792,0.925000011920929,0.9670000076293945,0.9639999866485596,0.968999981880188
1_engine,0.8,04_000588.wav,73,0.9549280405044556,0.7570000290870667,0.7689999938011169,0.9110000133514404,0.9409999847412109,0.7929999828338623
1_engine,0.8,04_000645.wav,30,0.928345799446106,0.7350000143051147,0.7360000014305115,0.9369999766349792,0.9139999747276306,0.8299999833106995
1_engine,0.8,04_000727.wav,75,0.9148954153060913,0.7760000228881836,0.828000009059906,0.9629999995231628,0.9340000152587891,0.8069999814033508
1_engine,0.8,04_000882.wav,87,0.9669488668441772,0.8519999980926514,0.8700000047683716,0.9539999961853027,0.9549999833106995,0.9160000085830688
1_engine,0.8,04_001029.wav,1,0.9473228454589844,0.9210000038146973,0.9190000295639038,0.9670000076293945,0.9509999752044678,0.9559999704360962
1_engine,0.8,04_001143.wav,9,0.9579631090164185,0.8270000219345093,0.8040000200271606,0.9580000042915344,0.9629999995231628,0.9190000295639038
1_engine,0.8,04_001159.wav,31,0.9297383427619934,0.722000002861023,0.7400000095367432,0.9300000071525574,0.9390000104904175,0.828000009059906
1_engine,0.8,04_001266.wav,17,0.9502578377723694,0.847000002861023,0.8619999885559082,0.925000011920929,0.9549999833106995,0.9010000228881836
1_engine,0.8,04_001416.wav,63,0.8608906269073486,0.7459999918937683,0.8410000205039978,0.9599999785423279,0.9660000205039978,0.871999979019165
1_engine,0.8,04_001446.wav,42,0.8584245443344116,0.6549999713897705,0.6299999952316284,0.9150000214576721,0.9570000171661377,0.6890000104904175
1_engine,0.8,04_001599.wav,89,0.941369891166687,0.7889999747276306,0.6769999861717224,0.9259999990463257,0.9399999976158142,0.9079999923706055
